,file,embedding,id,status,status_id,tsne-3d-one,tsne-3d-two,tsne-3d-three
0,../data/ToyCar/test/anomaly_id_01_00000176.wav,0,01,anomaly,anomaly_01,7.6693826,8.8144455,21.29026
1,../data/ToyCar/test/normal_id_03_00000329.wav,0,03,normal,normal_03,12.679822,-2.6197574,-36.21089
2,../data/ToyCar/test/normal_id_01_00000291.wav,0,01,normal,normal_01,15.334998,-3.6669211,-17.183615
3,../data/ToyCar/test/normal_id_01_00000285.wav,0,01,normal,normal_01,-4.393761,-20.774502,-12.817519
4,../data/ToyCar/test/anomaly_id_01_00000162.wav,0,01,anomaly,anomaly_01,0.022049317,28.594557,20.84188
5,../data/ToyCar/test/normal_id_02_00000058.wav,0,02,normal,normal_02,30.439856,8.92652,2.4284592
6,../data/ToyCar/test/normal_id_02_00000070.wav,0,02,normal,normal_02,-16.69578,1.481091,-0.56951296
7,../data/ToyCar/test/normal_id_04_00000117.wav,0,04,normal,normal_04,25.02683,8.782318,-22.947718
8,../data/ToyCar/test/normal_id_03_00000315.wav,0,03,normal,normal_03,11.131996,13.3446045,-44.24026
9,../data/ToyCar/test/normal_id_03_00000301.wav,0,03,normal,normal_03,-19.787949,-18.114807,12.86982
10,../data/ToyCar/test/normal_id_04_00000103.wav,0,04,normal,normal_04,-10.527164,-21.47865,-0.019680094
11,../data/ToyCar/test/normal_id_02_00000064.wav,0,02,normal,normal_02,-5.988856,1.703315,-6.849972
12,../data/ToyCar/test/normal_id_01_00000252.wav,0,01,normal,normal_01,11.700305,13.427051,-43.335464
13,../data/ToyCar/test/normal_id_01_00000246.wav,0,01,normal,normal_01,23.937857,18.00876,5.7968554
14,../data/ToyCar/test/anomaly_id_03_00000019.wav,0,03,anomaly,anomaly_03,5.5118585,-25.585533,16.498941
15,../data/ToyCar/test/anomaly_id_03_00000031.wav,0,03,anomaly,anomaly_03,11.503685,0.7427378,-19.458336
16,../data/ToyCar/test/anomaly_id_01_00000189.wav,0,01,anomaly,anomaly_01,-4.4396176,-4.144379,-54.125748
17,../data/ToyCar/test/anomaly_id_04_00000233.wav,0,04,anomaly,anomaly_04,3.9967432,-0.9668482,4.9272404
18,../data/ToyCar/test/anomaly_id_04_00000227.wav,0,04,anomaly,anomaly_04,-23.244574,-6.5714564,23.490017
19,../data/ToyCar/test/anomaly_id_03_00000025.wav,0,03,anomaly,anomaly_03,-13.750649,-17.31615,11.717764
20,../data/ToyCar/test/normal_id_01_00000093.wav,0,01,normal,normal_01,-15.0366125,-7.0162973,-31.396109
21,../data/ToyCar/test/normal_id_04_00000329.wav,0,04,normal,normal_04,21.240374,19.740454,6.7371683
22,../data/ToyCar/test/normal_id_01_00000087.wav,0,01,normal,normal_01,-7.4889364,15.441818,-32.689316
23,../data/ToyCar/test/normal_id_03_00000117.wav,0,03,normal,normal_03,-9.217441,3.0004282,43.121105
24,../data/ToyCar/test/anomaly_id_02_00000195.wav,0,02,anomaly,anomaly_02,-6.045982,10.11417,15.724709
