,file,embedding,id,status,status_id,tsne-3d-one,tsne-3d-two,tsne-3d-three
0,../data/slider/test/normal_id_06_00000093.wav,0,06,normal,normal_06,39.32092,-33.91673,71.11276
1,../data/slider/test/anomaly_id_00_00000213.wav,0,00,anomaly,anomaly_00,-19.558983,-2.123566,-132.5421
2,../data/slider/test/anomaly_id_00_00000207.wav,0,00,anomaly,anomaly_00,12.388863,-64.98274,-107.70816
3,../data/slider/test/normal_id_06_00000087.wav,0,06,normal,normal_06,-63.08299,-48.104015,-33.361015
4,../data/slider/test/normal_id_02_00000058.wav,0,02,normal,normal_02,77.518394,-60.94628,1.9651772
5,../data/slider/test/normal_id_02_00000070.wav,0,02,normal,normal_02,-59.158424,-3.0578787,-114.173935
6,../data/slider/test/normal_id_02_00000064.wav,0,02,normal,normal_02,6.889451,-15.96735,-103.99537
7,../data/slider/test/normal_id_06_00000050.wav,0,06,normal,normal_06,69.21823,34.660114,-69.19602
8,../data/slider/test/normal_id_06_00000044.wav,0,06,normal,normal_06,45.669224,-105.22945,-12.2487
9,../data/slider/test/normal_id_06_00000078.wav,0,06,normal,normal_06,32.002056,68.5008,-31.083536
10,../data/slider/test/anomaly_id_00_00000011.wav,0,00,anomaly,anomaly_00,84.059326,-32.484505,73.98323
11,../data/slider/test/anomaly_id_00_00000005.wav,0,00,anomaly,anomaly_00,30.794352,37.8932,-74.63028
12,../data/slider/test/anomaly_id_02_00000195.wav,0,02,anomaly,anomaly_02,-0.23810303,75.54126,50.94252
13,../data/slider/test/anomaly_id_00_00000039.wav,0,00,anomaly,anomaly_00,91.22267,-55.868935,27.535954
14,../data/slider/test/anomaly_id_02_00000181.wav,0,02,anomaly,anomaly_02,88.334625,46.285538,11.551296
15,../data/slider/test/anomaly_id_04_00000019.wav,0,04,anomaly,anomaly_04,-35.359394,-34.659416,85.29678
16,../data/slider/test/anomaly_id_02_00000156.wav,0,02,anomaly,anomaly_02,-66.866234,67.284805,-84.87491
17,../data/slider/test/anomaly_id_04_00000031.wav,0,04,anomaly,anomaly_04,-6.842382,-67.47673,36.643158
18,../data/slider/test/anomaly_id_04_00000025.wav,0,04,anomaly,anomaly_04,-69.11735,7.557177,96.30494
19,../data/slider/test/anomaly_id_02_00000142.wav,0,02,anomaly,anomaly_02,62.857914,19.735617,46.055527
20,../data/slider/test/anomaly_id_00_00000165.wav,0,00,anomaly,anomaly_00,-96.33893,36.442493,-13.443089
21,../data/slider/test/anomaly_id_06_00000002.wav,0,06,anomaly,anomaly_06,85.73783,24.52417,19.969648
22,../data/slider/test/anomaly_id_06_00000016.wav,0,06,anomaly,anomaly_06,66.976616,59.228943,-87.72177
23,../data/slider/test/anomaly_id_00_00000171.wav,0,00,anomaly,anomaly_00,71.79876,74.15719,-29.891035
24,../data/slider/test/anomaly_id_00_00000159.wav,0,00,anomaly,anomaly_00,11.250506,-3.8742962,-87.82521
25,../data/slider/test/anomaly_id_02_00000022.wav,0,02,anomaly,anomaly_02,-57.851845,-30.333836,-6.509343
26,../data/slider/test/anomaly_id_04_00000145.wav,0,04,anomaly,anomaly_04,98.69308,-54.680214,14.0499735
27,../data/slider/test/anomaly_id_04_00000151.wav,0,04,anomaly,anomaly_04,70.66097,-14.724376,24.499783
28,../data/slider/test/anomaly_id_02_00000036.wav,0,02,anomaly,anomaly_02,6.6317587,55.26926,-48.602657
29,../data/slider/test/normal_id_00_00000080.wav,0,00,normal,normal_00,-31.105099,-23.458523,-37.90357
30,../data/slider/test/normal_id_00_00000094.wav,0,00,normal,normal_00,-56.80036,15.955175,-36.034225
31,../data/slider/test/normal_id_04_00000063.wav,0,04,normal,normal_04,-8.769447,-22.714397,-36.105106
32,../data/slider/test/normal_id_04_00000077.wav,0,04,normal,normal_04,-31.659264,-53.602657,12.483291
33,../data/slider/test/normal_id_00_00000043.wav,0,00,normal,normal_00,29.307924,-77.559975,-63.868504
34,../data/slider/test/anomaly_id_02_00000208.wav,0,02,anomaly,anomaly_02,-29.130114,98.26836,-61.78302
35,../data/slider/test/normal_id_04_00000088.wav,0,04,normal,normal_04,-12.394774,-4.08289,19.360765
36,../data/slider/test/normal_id_00_00000057.wav,0,00,normal,normal_00,-3.3307776,-50.121223,-60.797535
37,../data/slider/test/anomaly_id_02_00000220.wav,0,02,anomaly,anomaly_02,16.141575,44.569412,-11.446894
38,../data/slider/test/anomaly_id_02_00000234.wav,0,02,anomaly,anomaly_02,97.62275,-35.5538,-70.68361
39,../data/slider/test/anomaly_id_02_00000235.wav,0,02,anomaly,anomaly_02,97.69331,74.32174,15.34975
40,../data/slider/test/anomaly_id_02_00000221.wav,0,02,anomaly,anomaly_02,-97.56643,-71.393,23.608862
41,../data/slider/test/normal_id_04_00000089.wav,0,04,normal,normal_04,69.04305,15.406445,-70.55073
42,../data/slider/test/anomaly_id_02_00000209.wav,0,02,anomaly,anomaly_02,-2.7616181,5.000895,-55.830517
43,../data/slider/test/normal_id_00_00000056.wav,0,00,normal,normal_00,47.196594,56.788113,24.227592
44,../data/slider/test/normal_id_00_00000042.wav,0,00,normal,normal_00,-54.485645,-33.868557,88.43553
45,../data/slider/test/normal_id_04_00000076.wav,0,04,normal,normal_04,109.65027,17.80493,21.081114
46,../data/slider/test/normal_id_04_00000062.wav,0,04,normal,normal_04,-95.31437,-83.82398,-9.576496
47,../data/slider/test/normal_id_00_00000095.wav,0,00,normal,normal_00,110.967125,-19.828548,-46.09449
48,../data/slider/test/normal_id_00_00000081.wav,0,00,normal,normal_00,92.95888,-81.13542,-0.69270486
49,../data/slider/test/anomaly_id_04_00000150.wav,0,04,anomaly,anomaly_04,-7.557959,75.57229,-1.4621692
50,../data/slider/test/anomaly_id_02_00000037.wav,0,02,anomaly,anomaly_02,111.46706,-8.586849,38.23181
51,../data/slider/test/anomaly_id_02_00000023.wav,0,02,anomaly,anomaly_02,-78.897026,-14.726919,2.6825612
52,../data/slider/test/anomaly_id_04_00000144.wav,0,04,anomaly,anomaly_04,18.649704,-99.95266,9.155869
53,../data/slider/test/anomaly_id_00_00000158.wav,0,00,anomaly,anomaly_00,-56.12626,52.085842,-99.429306
54,../data/slider/test/anomaly_id_06_00000017.wav,0,06,anomaly,anomaly_06,-7.7721786,-37.487175,-27.662333
55,../data/slider/test/anomaly_id_00_00000170.wav,0,00,anomaly,anomaly_00,102.01413,-30.412804,13.788269
56,../data/slider/test/anomaly_id_00_00000164.wav,0,00,anomaly,anomaly_00,80.68017,-33.51031,-48.372837
57,../data/slider/test/anomaly_id_06_00000003.wav,0,06,anomaly,anomaly_06,-124.642845,-19.70688,-31.658726
58,../data/slider/test/anomaly_id_04_00000024.wav,0,04,anomaly,anomaly_04,-9.289867,23.707531,31.591764
59,../data/slider/test/anomaly_id_02_00000143.wav,0,02,anomaly,anomaly_02,60.29804,-0.21930316,-35.997467
60,../data/slider/test/anomaly_id_02_00000157.wav,0,02,anomaly,anomaly_02,12.102807,86.30485,-73.47349
61,../data/slider/test/anomaly_id_04_00000030.wav,0,04,anomaly,anomaly_04,-48.543293,-20.24146,-15.655131
62,../data/slider/test/anomaly_id_04_00000018.wav,0,04,anomaly,anomaly_04,22.574442,4.317953,107.682365
63,../data/slider/test/anomaly_id_02_00000180.wav,0,02,anomaly,anomaly_02,-129.74332,0.074261494,-14.899577
64,../data/slider/test/anomaly_id_00_00000038.wav,0,00,anomaly,anomaly_00,51.180252,3.9858708,-82.698425
65,../data/slider/test/anomaly_id_02_00000194.wav,0,02,anomaly,anomaly_02,-16.664618,49.088013,57.827763
66,../data/slider/test/anomaly_id_00_00000004.wav,0,00,anomaly,anomaly_00,-37.000435,-17.432909,-119.98119
67,../data/slider/test/anomaly_id_00_00000010.wav,0,00,anomaly,anomaly_00,20.034756,-77.51475,-17.897781
68,../data/slider/test/normal_id_06_00000079.wav,0,06,normal,normal_06,16.557503,78.923355,5.909847
69,../data/slider/test/normal_id_06_00000045.wav,0,06,normal,normal_06,10.932494,104.389755,49.765587
70,../data/slider/test/normal_id_06_00000051.wav,0,06,normal,normal_06,-51.255974,43.710785,-62.01281
71,../data/slider/test/normal_id_02_00000065.wav,0,02,normal,normal_02,-105.075806,-4.17818,17.74349
72,../data/slider/test/normal_id_02_00000071.wav,0,02,normal,normal_02,-57.63463,44.478123,71.3897
73,../data/slider/test/normal_id_06_00000086.wav,0,06,normal,normal_06,-25.288008,-93.68042,-13.299545
74,../data/slider/test/anomaly_id_00_00000206.wav,0,00,anomaly,anomaly_00,-13.035692,-20.82231,14.235687
75,../data/slider/test/normal_id_02_00000059.wav,0,02,normal,normal_02,-51.42024,-70.701965,-67.98376
76,../data/slider/test/anomaly_id_00_00000212.wav,0,00,anomaly,anomaly_00,-112.80549,30.617102,30.982023
77,../data/slider/test/normal_id_06_00000092.wav,0,06,normal,normal_06,-77.37146,20.796423,-10.471604
78,../data/slider/test/anomaly_id_00_00000204.wav,0,00,anomaly,anomaly_00,50.931873,41.894394,-96.864136
79,../data/slider/test/normal_id_06_00000084.wav,0,06,normal,normal_06,1.1425486,52.78589,-83.55151
80,../data/slider/test/normal_id_06_00000090.wav,0,06,normal,normal_06,64.321365,-104.608696,10.521553
81,../data/slider/test/anomaly_id_00_00000210.wav,0,00,anomaly,anomaly_00,91.92347,-47.145943,7.109915
82,../data/slider/test/normal_id_02_00000067.wav,0,02,normal,normal_02,1.4767135,90.44663,-4.2193003
83,../data/slider/test/anomaly_id_00_00000238.wav,0,00,anomaly,anomaly_00,35.238518,82.90322,-17.75991
84,../data/slider/test/normal_id_02_00000073.wav,0,02,normal,normal_02,15.187679,52.92084,6.558043
85,../data/slider/test/normal_id_02_00000098.wav,0,02,normal,normal_02,51.174946,96.62423,46.888535
86,../data/slider/test/normal_id_06_00000047.wav,0,06,normal,normal_06,54.689312,66.247604,48.452408
87,../data/slider/test/normal_id_06_00000053.wav,0,06,normal,normal_06,-5.563523,81.00321,-20.800436
88,../data/slider/test/anomaly_id_00_00000006.wav,0,00,anomaly,anomaly_00,36.575096,52.305542,-16.066442
89,../data/slider/test/anomaly_id_00_00000012.wav,0,00,anomaly,anomaly_00,-4.521161,-98.28864,-25.054478
90,../data/slider/test/anomaly_id_02_00000182.wav,0,02,anomaly,anomaly_02,-62.785664,-45.930023,83.105354
91,../data/slider/test/anomaly_id_02_00000196.wav,0,02,anomaly,anomaly_02,50.751232,16.289867,93.680954
92,../data/slider/test/anomaly_id_02_00000169.wav,0,02,anomaly,anomaly_02,81.59854,18.051294,45.298264
93,../data/slider/test/anomaly_id_02_00000141.wav,0,02,anomaly,anomaly_02,107.44195,13.423159,-7.333793
94,../data/slider/test/anomaly_id_04_00000026.wav,0,04,anomaly,anomaly_04,2.3044808,7.6471763,84.417244
95,../data/slider/test/anomaly_id_04_00000032.wav,0,04,anomaly,anomaly_04,48.775322,6.9637465,35.654877
96,../data/slider/test/anomaly_id_02_00000155.wav,0,02,anomaly,anomaly_02,-14.933282,40.801304,84.956566
97,../data/slider/test/anomaly_id_00_00000172.wav,0,00,anomaly,anomaly_00,-59.03885,0.7394214,-71.45507
98,../data/slider/test/anomaly_id_06_00000015.wav,0,06,anomaly,anomaly_06,-49.63037,30.725708,-115.29406
99,../data/slider/test/anomaly_id_06_00000001.wav,0,06,anomaly,anomaly_06,70.334656,-74.98089,-55.629723
100,../data/slider/test/anomaly_id_00_00000166.wav,0,00,anomaly,anomaly_00,-38.05115,-10.433209,-30.73261
101,../data/slider/test/anomaly_id_06_00000029.wav,0,06,anomaly,anomaly_06,64.54573,7.6168385,-29.589323
102,../data/slider/test/anomaly_id_02_00000009.wav,0,02,anomaly,anomaly_02,98.7944,40.39055,6.0212097
103,../data/slider/test/anomaly_id_02_00000035.wav,0,02,anomaly,anomaly_02,29.485922,-60.49797,-80.5832
104,../data/slider/test/anomaly_id_04_00000152.wav,0,04,anomaly,anomaly_04,-99.74523,23.06861,-28.65071
105,../data/slider/test/anomaly_id_04_00000146.wav,0,04,anomaly,anomaly_04,6.112407,77.89936,-104.94833
106,../data/slider/test/anomaly_id_00_00000199.wav,0,00,anomaly,anomaly_00,47.15211,-53.991318,-69.00112
107,../data/slider/test/anomaly_id_02_00000021.wav,0,02,anomaly,anomaly_02,-3.4726644,2.2345638,111.79733
108,../data/slider/test/normal_id_00_00000097.wav,0,00,normal,normal_00,49.04779,-12.283152,-9.9252
109,../data/slider/test/normal_id_04_00000048.wav,0,04,normal,normal_04,-83.24302,35.007694,-31.963543
110,../data/slider/test/normal_id_00_00000083.wav,0,00,normal,normal_00,46.91119,-67.95482,20.953331
111,../data/slider/test/normal_id_04_00000074.wav,0,04,normal,normal_04,-18.737068,-22.80599,-71.22882
112,../data/slider/test/normal_id_04_00000060.wav,0,04,normal,normal_04,35.536564,28.945671,-12.555853
113,../data/slider/test/normal_id_00_00000054.wav,0,00,normal,normal_00,12.605912,-21.131433,87.6094
114,../data/slider/test/normal_id_00_00000040.wav,0,00,normal,normal_00,-95.01772,15.581494,-5.548079
115,../data/slider/test/normal_id_00_00000068.wav,0,00,normal,normal_00,61.264523,-12.852224,-21.67254
116,../data/slider/test/anomaly_id_02_00000237.wav,0,02,anomaly,anomaly_02,15.39985,36.5248,-41.697094
117,../data/slider/test/anomaly_id_02_00000223.wav,0,02,anomaly,anomaly_02,-59.02678,66.229645,-8.597152
118,../data/slider/test/anomaly_id_02_00000222.wav,0,02,anomaly,anomaly_02,-53.36812,87.46562,-11.978453
119,../data/slider/test/normal_id_00_00000069.wav,0,00,normal,normal_00,87.49305,-12.453036,-45.01847
120,../data/slider/test/anomaly_id_02_00000236.wav,0,02,anomaly,anomaly_02,-7.513502,-16.426931,-85.805466
121,../data/slider/test/normal_id_00_00000041.wav,0,00,normal,normal_00,-10.426129,60.101433,-101.66088
122,../data/slider/test/normal_id_00_00000055.wav,0,00,normal,normal_00,-9.096957,29.199205,68.21147
123,../data/slider/test/normal_id_04_00000061.wav,0,04,normal,normal_04,-34.157787,-43.76112,7.883213
124,../data/slider/test/normal_id_04_00000075.wav,0,04,normal,normal_04,57.089252,-60.755344,-32.62933
125,../data/slider/test/normal_id_00_00000082.wav,0,00,normal,normal_00,24.735912,115.1432,31.61303
126,../data/slider/test/normal_id_00_00000096.wav,0,00,normal,normal_00,34.10663,-59.593796,44.41018
127,../data/slider/test/normal_id_04_00000049.wav,0,04,normal,normal_04,21.094711,7.7290535,-21.317942
128,../data/slider/test/anomaly_id_04_00000147.wav,0,04,anomaly,anomaly_04,99.455605,10.928966,53.156937
129,../data/slider/test/anomaly_id_02_00000020.wav,0,02,anomaly,anomaly_02,3.2027874,-35.48205,-67.18459
130,../data/slider/test/anomaly_id_00_00000198.wav,0,00,anomaly,anomaly_00,21.694395,-128.68672,-8.803664
131,../data/slider/test/anomaly_id_02_00000034.wav,0,02,anomaly,anomaly_02,68.777245,-79.78626,-7.6505632
132,../data/slider/test/anomaly_id_04_00000153.wav,0,04,anomaly,anomaly_04,87.11359,-11.235428,-20.43457
